window,step,test_patient,train_shape,test_shape,train_lable_count,test_label_count,accuracy,f1_score,precision,recall,conf_matrix,clf_report,loss
400,40,P940,"(17277, 25)","(2373, 25)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},0.9594936966896057,0.9350329041481018,0.9594936966896057,0.9594936966896057,"[[2274   96]
 [   0    0]]","{'0': {'precision': 1.0, 'recall': 0.959493670886076, 'f1-score': 0.979328165374677, 'support': 2370}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.959493670886076, 'macro avg': {'precision': 0.5, 'recall': 0.479746835443038, 'f1-score': 0.4896640826873385, 'support': 2370}, 'weighted avg': {'precision': 1.0, 'recall': 0.959493670886076, 'f1-score': 0.9793281653746772, 'support': 2370}}",0.10446818917989731
500,50,G04,"(14935, 25)","(576, 25)","{0.0: 10742, 1.0: 4193}","{1.0: 416, 0.0: 160}",0.3071553111076355,0.30598244071006775,0.3071553111076355,0.3071553111076355,"[[ 17 140]
 [257 159]]","{'0': {'precision': 0.06204379562043796, 'recall': 0.10828025477707007, 'f1-score': 0.07888631090487239, 'support': 157}, '1': {'precision': 0.5317725752508361, 'recall': 0.38221153846153844, 'f1-score': 0.4447552447552447, 'support': 416}, 'accuracy': 0.30715532286212915, 'macro avg': {'precision': 0.296908185435637, 'recall': 0.24524589661930424, 'f1-score': 0.2618207778300585, 'support': 573}, 'weighted avg': {'precision': 0.40306852917409525, 'recall': 0.30715532286212915, 'f1-score': 0.3445084339096802, 'support': 573}}",1.836253046989441
500,50,G05,"(15145, 25)","(366, 25)","{0.0: 10536, 1.0: 4609}",{0.0: 366},0.7190082669258118,0.7000362873077393,0.7190082669258118,0.7190082669258118,"[[261 102]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.71900826446281, 'f1-score': 0.8365384615384616, 'support': 363}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.71900826446281, 'macro avg': {'precision': 0.5, 'recall': 0.359504132231405, 'f1-score': 0.4182692307692308, 'support': 363}, 'weighted avg': {'precision': 1.0, 'recall': 0.71900826446281, 'f1-score': 0.8365384615384616, 'support': 363}}",0.3597167432308197
500,50,G06,"(15151, 25)","(360, 25)","{0.0: 10663, 1.0: 4488}","{0.0: 239, 1.0: 121}",0.8067227005958557,0.8013090491294861,0.8067227005958557,0.8067227005958557,"[[193  43]
 [ 26  95]]","{'0': {'precision': 0.8812785388127854, 'recall': 0.8177966101694916, 'f1-score': 0.8483516483516484, 'support': 236}, '1': {'precision': 0.6884057971014492, 'recall': 0.7851239669421488, 'f1-score': 0.7335907335907337, 'support': 121}, 'accuracy': 0.8067226890756303, 'macro avg': {'precision': 0.7848421679571174, 'recall': 0.8014602885558202, 'f1-score': 0.7909711909711911, 'support': 357}, 'weighted avg': {'precision': 0.8159071053475986, 'recall': 0.8067226890756303, 'f1-score': 0.809455091808033, 'support': 357}}",0.4959522783756256
500,50,G07,"(14877, 25)","(634, 25)","{0.0: 10801, 1.0: 4076}","{1.0: 533, 0.0: 101}",0.8890649676322937,0.8819317817687988,0.8890649676322937,0.8890649676322937,"[[ 32  66]
 [  4 529]]","{'0': {'precision': 0.8888888888888888, 'recall': 0.32653061224489793, 'f1-score': 0.47761194029850745, 'support': 98}, '1': {'precision': 0.8890756302521008, 'recall': 0.9924953095684803, 'f1-score': 0.9379432624113475, 'support': 533}, 'accuracy': 0.8890649762282092, 'macro avg': {'precision': 0.8889822595704948, 'recall': 0.6595129609066891, 'f1-score': 0.7077776013549275, 'support': 631}, 'weighted avg': {'precision': 0.889046627631507, 'recall': 0.8890649762282092, 'f1-score': 0.8664496497852645, 'support': 631}}",0.49919575452804565
500,50,G08,"(13178, 25)","(2333, 25)","{0.0: 10727, 1.0: 2451}","{1.0: 2158, 0.0: 175}",0.2686695158481598,0.2760849595069885,0.2686695158481598,0.2686695158481598,"[[ 155   17]
 [1687  471]]","{'0': {'precision': 0.08414766558089033, 'recall': 0.9011627906976745, 'f1-score': 0.15392254220456802, 'support': 172}, '1': {'precision': 0.9651639344262295, 'recall': 0.21825764596848934, 'f1-score': 0.3560090702947846, 'support': 2158}, 'accuracy': 0.2686695278969957, 'macro avg': {'precision': 0.5246558000035599, 'recall': 0.5597102183330819, 'f1-score': 0.25496580624967635, 'support': 2330}, 'weighted avg': {'precision': 0.9001275403312088, 'recall': 0.2686695278969957, 'f1-score': 0.3410910948306141, 'support': 2330}}",1.406838297843933
500,50,G09,"(15045, 25)","(466, 25)","{0.0: 10436, 1.0: 4609}",{0.0: 466},0.9352051615715027,0.8903645873069763,0.9352051615715027,0.9352051615715027,"[[433  30]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.9352051835853131, 'f1-score': 0.9665178571428572, 'support': 463}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9352051835853131, 'macro avg': {'precision': 0.5, 'recall': 0.46760259179265656, 'f1-score': 0.4832589285714286, 'support': 463}, 'weighted avg': {'precision': 1.0, 'recall': 0.9352051835853131, 'f1-score': 0.9665178571428572, 'support': 463}}",0.10379260778427124
500,50,G11,"(15216, 25)","(295, 25)","{0.0: 10663, 1.0: 4553}","{0.0: 239, 1.0: 56}",0.8287671208381653,0.82916659116745,0.8287671208381653,0.8287671208381653,"[[186  50]
 [  0  56]]","{'0': {'precision': 1.0, 'recall': 0.788135593220339, 'f1-score': 0.8815165876777251, 'support': 236}, '1': {'precision': 0.5283018867924528, 'recall': 1.0, 'f1-score': 0.6913580246913581, 'support': 56}, 'accuracy': 0.8287671232876712, 'macro avg': {'precision': 0.7641509433962264, 'recall': 0.8940677966101696, 'f1-score': 0.7864373061845416, 'support': 292}, 'weighted avg': {'precision': 0.9095373481519772, 'recall': 0.8287671232876712, 'f1-score': 0.8450478221734903, 'support': 292}}",0.2824684977531433
500,50,P231,"(14922, 25)","(589, 25)","{0.0: 10313, 1.0: 4609}",{0.0: 589},0.9573378562927246,0.9440625309944153,0.9573378562927246,0.9573378562927246,"[[561  25]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.9573378839590444, 'f1-score': 0.978204010462075, 'support': 586}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9573378839590444, 'macro avg': {'precision': 0.5, 'recall': 0.4786689419795222, 'f1-score': 0.4891020052310375, 'support': 586}, 'weighted avg': {'precision': 1.0, 'recall': 0.9573378839590444, 'f1-score': 0.9782040104620751, 'support': 586}}",0.058418501168489456
500,50,P351,"(13320, 25)","(2191, 25)","{0.0: 8711, 1.0: 4609}",{0.0: 2191},0.835466206073761,0.8354166746139526,0.835466206073761,0.835466206073761,"[[1828  360]
 [   0    0]]","{'0': {'precision': 1.0, 'recall': 0.8354661791590493, 'f1-score': 0.9103585657370518, 'support': 2188}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8354661791590493, 'macro avg': {'precision': 0.5, 'recall': 0.41773308957952465, 'f1-score': 0.4551792828685259, 'support': 2188}, 'weighted avg': {'precision': 1.0, 'recall': 0.8354661791590493, 'f1-score': 0.9103585657370518, 'support': 2188}}",0.1995711475610733
500,50,P379,"(14697, 25)","(814, 25)","{0.0: 10341, 1.0: 4356}","{0.0: 561, 1.0: 253}",0.8101109862327576,0.8119688630104065,0.8101109862327576,0.8101109862327576,"[[453 105]
 [ 49 204]]","{'0': {'precision': 0.9023904382470119, 'recall': 0.8118279569892473, 'f1-score': 0.8547169811320755, 'support': 558}, '1': {'precision': 0.6601941747572816, 'recall': 0.8063241106719368, 'f1-score': 0.7259786476868328, 'support': 253}, 'accuracy': 0.8101109741060419, 'macro avg': {'precision': 0.7812923065021468, 'recall': 0.809076033830592, 'f1-score': 0.7903478144094542, 'support': 811}, 'weighted avg': {'precision': 0.8268347604875769, 'recall': 0.8101109741060419, 'f1-score': 0.8145557007847927, 'support': 811}}",0.6514278650283813
500,50,P551,"(14795, 25)","(716, 25)","{0.0: 10804, 1.0: 3991}","{1.0: 618, 0.0: 98}",0.8849930167198181,0.8693575859069824,0.8849930167198181,0.8849930167198181,"[[ 17  78]
 [  4 614]]","{'0': {'precision': 0.8095238095238095, 'recall': 0.17894736842105263, 'f1-score': 0.2931034482758621, 'support': 95}, '1': {'precision': 0.8872832369942196, 'recall': 0.9935275080906149, 'f1-score': 0.9374045801526717, 'support': 618}, 'accuracy': 0.884992987377279, 'macro avg': {'precision': 0.8484035232590146, 'recall': 0.5862374382558337, 'f1-score': 0.6152540142142668, 'support': 713}, 'weighted avg': {'precision': 0.8769225839652028, 'recall': 0.884992987377279, 'f1-score': 0.8515580057791836, 'support': 713}}",0.4899633526802063
500,50,P623,"(15112, 25)","(399, 25)","{0.0: 10503, 1.0: 4609}",{0.0: 399},0.8611111044883728,0.8675594925880432,0.8611111044883728,0.8611111044883728,"[[341  55]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.8611111111111112, 'f1-score': 0.9253731343283582, 'support': 396}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8611111111111112, 'macro avg': {'precision': 0.5, 'recall': 0.4305555555555556, 'f1-score': 0.4626865671641791, 'support': 396}, 'weighted avg': {'precision': 1.0, 'recall': 0.8611111111111112, 'f1-score': 0.9253731343283582, 'support': 396}}",0.18655119836330414
500,50,P645,"(14883, 25)","(628, 25)","{0.0: 10274, 1.0: 4609}",{0.0: 628},0.8112000226974487,0.815625011920929,0.8112000226974487,0.8112000226974487,"[[507 118]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.8112, 'f1-score': 0.8957597173144877, 'support': 625}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8112, 'macro avg': {'precision': 0.5, 'recall': 0.4056, 'f1-score': 0.44787985865724383, 'support': 625}, 'weighted avg': {'precision': 1.0, 'recall': 0.8112, 'f1-score': 0.8957597173144877, 'support': 625}}",0.24596449732780457
500,50,P812,"(12697, 25)","(2814, 25)","{0.0: 8542, 1.0: 4155}","{0.0: 2360, 1.0: 454}",0.8299537301063538,0.8299848437309265,0.8299537301063538,0.8299537301063538,"[[1952  405]
 [  73  381]]","{'0': {'precision': 0.9639506172839506, 'recall': 0.828171404327535, 'f1-score': 0.8909173893199452, 'support': 2357}, '1': {'precision': 0.4847328244274809, 'recall': 0.8392070484581498, 'f1-score': 0.614516129032258, 'support': 454}, 'accuracy': 0.8299537531127713, 'macro avg': {'precision': 0.7243417208557157, 'recall': 0.8336892263928424, 'f1-score': 0.7527167591761017, 'support': 2811}, 'weighted avg': {'precision': 0.8865529374700631, 'recall': 0.8299537531127713, 'f1-score': 0.8462762750650146, 'support': 2811}}",0.3210109770298004
500,50,P876,"(15039, 25)","(472, 25)","{0.0: 10430, 1.0: 4609}",{0.0: 472},0.8891258239746094,0.8784412145614624,0.8891258239746094,0.8891258239746094,"[[417  52]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.8891257995735607, 'f1-score': 0.9413092550790069, 'support': 469}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8891257995735607, 'macro avg': {'precision': 0.5, 'recall': 0.4445628997867804, 'f1-score': 0.47065462753950343, 'support': 469}, 'weighted avg': {'precision': 1.0, 'recall': 0.8891257995735607, 'f1-score': 0.9413092550790069, 'support': 469}}",0.15788911283016205
500,50,P940,"(13653, 25)","(1858, 25)","{0.0: 9044, 1.0: 4609}",{0.0: 1858},0.8835579752922058,0.8834751844406128,0.8835579752922058,0.8835579752922058,"[[1639  216]
 [   0    0]]","{'0': {'precision': 1.0, 'recall': 0.8835579514824797, 'f1-score': 0.9381797366914711, 'support': 1855}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8835579514824797, 'macro avg': {'precision': 0.5, 'recall': 0.44177897574123987, 'f1-score': 0.46908986834573557, 'support': 1855}, 'weighted avg': {'precision': 1.0, 'recall': 0.8835579514824797, 'f1-score': 0.9381797366914711, 'support': 1855}}",0.1679004579782486
600,60,G04,"(12270, 25)","(478, 25)","{0.0: 8765, 1.0: 3505}","{1.0: 350, 0.0: 128}",0.4442105293273926,0.4121093451976776,0.4442105293273926,0.4442105293273926,"[[ 13 112]
 [152 198]]","{'0': {'precision': 0.07878787878787878, 'recall': 0.104, 'f1-score': 0.08965517241379309, 'support': 125}, '1': {'precision': 0.6387096774193548, 'recall': 0.5657142857142857, 'f1-score': 0.5999999999999999, 'support': 350}, 'accuracy': 0.4442105263157895, 'macro avg': {'precision': 0.35874877810361677, 'recall': 0.33485714285714285, 'f1-score': 0.34482758620689646, 'support': 475}, 'weighted avg': {'precision': 0.49136183567422953, 'recall': 0.4442105263157895, 'f1-score': 0.46569872958257696, 'support': 475}}",1.2952162027359009
600,60,G05,"(12448, 25)","(300, 25)","{0.0: 8593, 1.0: 3855}",{0.0: 300},0.7070707082748413,0.6913109421730042,0.7070707082748413,0.7070707082748413,"[[210  87]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.7070707070707071, 'f1-score': 0.8284023668639052, 'support': 297}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7070707070707071, 'macro avg': {'precision': 0.5, 'recall': 0.35353535353535354, 'f1-score': 0.4142011834319526, 'support': 297}, 'weighted avg': {'precision': 1.0, 'recall': 0.7070707070707071, 'f1-score': 0.8284023668639052, 'support': 297}}",0.38352468609809875
600,60,G06,"(12453, 25)","(295, 25)","{0.0: 8699, 1.0: 3754}","{0.0: 194, 1.0: 101}",0.8630136847496033,0.8579860925674438,0.8630136847496033,0.8630136847496033,"[[167  24]
 [ 16  85]]","{'0': {'precision': 0.912568306010929, 'recall': 0.8743455497382199, 'f1-score': 0.893048128342246, 'support': 191}, '1': {'precision': 0.7798165137614679, 'recall': 0.8415841584158416, 'f1-score': 0.8095238095238095, 'support': 101}, 'accuracy': 0.863013698630137, 'macro avg': {'precision': 0.8461924098861984, 'recall': 0.8579648540770307, 'f1-score': 0.8512859689330278, 'support': 292}, 'weighted avg': {'precision': 0.8666507340342319, 'recall': 0.863013698630137, 'f1-score': 0.8641578673810745, 'support': 292}}",0.3843057155609131
600,60,G07,"(12221, 25)","(527, 25)","{0.0: 8811, 1.0: 3410}","{1.0: 445, 0.0: 82}",0.8969465494155884,0.8234953880310059,0.8969465494155884,0.8969465494155884,"[[ 28  51]
 [  3 442]]","{'0': {'precision': 0.9032258064516129, 'recall': 0.35443037974683544, 'f1-score': 0.5090909090909091, 'support': 79}, '1': {'precision': 0.896551724137931, 'recall': 0.9932584269662922, 'f1-score': 0.9424307036247336, 'support': 445}, 'accuracy': 0.8969465648854962, 'macro avg': {'precision': 0.899888765294772, 'recall': 0.6738444033565638, 'f1-score': 0.7257608063578214, 'support': 524}, 'weighted avg': {'precision': 0.8975579312043067, 'recall': 0.8969465648854962, 'f1-score': 0.8770989407083746, 'support': 524}}",0.45512932538986206
600,60,G08,"(10808, 25)","(1940, 25)","{0.0: 8751, 1.0: 2057}","{1.0: 1798, 0.0: 142}",0.43624159693717957,0.4384487271308899,0.43624159693717957,0.43624159693717957,"[[ 111   28]
 [1064  734]]","{'0': {'precision': 0.09446808510638298, 'recall': 0.7985611510791367, 'f1-score': 0.16894977168949774, 'support': 139}, '1': {'precision': 0.963254593175853, 'recall': 0.4082313681868743, 'f1-score': 0.5734374999999999, 'support': 1798}, 'accuracy': 0.436241610738255, 'macro avg': {'precision': 0.528861339141118, 'recall': 0.6033962596330055, 'f1-score': 0.37119363584474885, 'support': 1937}, 'weighted avg': {'precision': 0.9009100786577032, 'recall': 0.436241610738255, 'f1-score': 0.5444112768532989, 'support': 1937}}",1.324422836303711
600,60,G09,"(12365, 25)","(383, 25)","{0.0: 8510, 1.0: 3855}",{0.0: 383},0.928947389125824,0.9279513359069824,0.928947389125824,0.928947389125824,"[[353  27]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.9289473684210526, 'f1-score': 0.9631650750341063, 'support': 380}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9289473684210526, 'macro avg': {'precision': 0.5, 'recall': 0.4644736842105263, 'f1-score': 0.48158253751705316, 'support': 380}, 'weighted avg': {'precision': 1.0, 'recall': 0.9289473684210526, 'f1-score': 0.9631650750341063, 'support': 380}}",0.10263287276029587
600,60,G11,"(12506, 25)","(242, 25)","{0.0: 8699, 1.0: 3807}","{0.0: 194, 1.0: 48}",0.8326359987258911,0.8338596820831299,0.8326359987258911,0.8326359987258911,"[[151  40]
 [  0  48]]","{'0': {'precision': 1.0, 'recall': 0.7905759162303665, 'f1-score': 0.8830409356725146, 'support': 191}, '1': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 48}, 'accuracy': 0.8326359832635983, 'macro avg': {'precision': 0.7727272727272727, 'recall': 0.8952879581151832, 'f1-score': 0.7944616443068455, 'support': 239}, 'weighted avg': {'precision': 0.9087105363255991, 'recall': 0.8326359832635983, 'f1-score': 0.8474609692662207, 'support': 239}}",0.2838505804538727
600,60,P231,"(12267, 25)","(481, 25)","{0.0: 8412, 1.0: 3855}",{0.0: 481},0.9686192274093628,0.9684895873069763,0.9686192274093628,0.9686192274093628,"[[463  15]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.9686192468619247, 'f1-score': 0.9840595111583422, 'support': 478}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9686192468619247, 'macro avg': {'precision': 0.5, 'recall': 0.48430962343096234, 'f1-score': 0.4920297555791711, 'support': 478}, 'weighted avg': {'precision': 1.0, 'recall': 0.9686192468619247, 'f1-score': 0.9840595111583422, 'support': 478}}",0.04841498285531998
600,60,P351,"(10959, 25)","(1789, 25)","{0.0: 7104, 1.0: 3855}",{0.0: 1789},0.8516237139701843,0.8521205186843872,0.8516237139701843,0.8516237139701843,"[[1521  265]
 [   0    0]]","{'0': {'precision': 1.0, 'recall': 0.8516237402015677, 'f1-score': 0.9198669488962806, 'support': 1786}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8516237402015677, 'macro avg': {'precision': 0.5, 'recall': 0.42581187010078386, 'f1-score': 0.4599334744481403, 'support': 1786}, 'weighted avg': {'precision': 1.0, 'recall': 0.8516237402015677, 'f1-score': 0.9198669488962806, 'support': 1786}}",0.19735147058963776
600,60,P379,"(12083, 25)","(665, 25)","{0.0: 8443, 1.0: 3640}","{0.0: 450, 1.0: 215}",0.8232628107070923,0.828383207321167,0.8232628107070923,0.8232628107070923,"[[376  71]
 [ 46 169]]","{'0': {'precision': 0.8909952606635071, 'recall': 0.8411633109619687, 'f1-score': 0.8653624856156502, 'support': 447}, '1': {'precision': 0.7041666666666667, 'recall': 0.786046511627907, 'f1-score': 0.7428571428571429, 'support': 215}, 'accuracy': 0.823262839879154, 'macro avg': {'precision': 0.7975809636650869, 'recall': 0.8136049112949378, 'f1-score': 0.8041098142363965, 'support': 662}, 'weighted avg': {'precision': 0.8303183003775243, 'recall': 0.823262839879154, 'f1-score': 0.8255760072273132, 'support': 662}}",0.6845142841339111
600,60,P551,"(12155, 25)","(593, 25)","{0.0: 8812, 1.0: 3343}","{1.0: 512, 0.0: 81}",0.8813559412956238,0.8794642686843872,0.8813559412956238,0.8813559412956238,"[[ 11  67]
 [  3 509]]","{'0': {'precision': 0.7857142857142857, 'recall': 0.14102564102564102, 'f1-score': 0.23913043478260868, 'support': 78}, '1': {'precision': 0.8836805555555556, 'recall': 0.994140625, 'f1-score': 0.9356617647058824, 'support': 512}, 'accuracy': 0.8813559322033898, 'macro avg': {'precision': 0.8346974206349207, 'recall': 0.5675831330128205, 'f1-score': 0.5873960997442456, 'support': 590}, 'weighted avg': {'precision': 0.8707290825934895, 'recall': 0.8813559322033898, 'f1-score': 0.8435779617668734, 'support': 590}}",0.4786199629306793
600,60,P623,"(12420, 25)","(328, 25)","{0.0: 8565, 1.0: 3855}",{0.0: 328},0.8307692408561707,0.8567708134651184,0.8307692408561707,0.8307692408561707,"[[270  55]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.8307692307692308, 'f1-score': 0.907563025210084, 'support': 325}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8307692307692308, 'macro avg': {'precision': 0.5, 'recall': 0.4153846153846154, 'f1-score': 0.453781512605042, 'support': 325}, 'weighted avg': {'precision': 1.0, 'recall': 0.8307692307692308, 'f1-score': 0.907563025210084, 'support': 325}}",0.21263200044631958
600,60,P645,"(12231, 25)","(517, 25)","{0.0: 8376, 1.0: 3855}",{0.0: 517},0.801556408405304,0.8229166865348816,0.801556408405304,0.801556408405304,"[[412 102]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.8015564202334631, 'f1-score': 0.8898488120950324, 'support': 514}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8015564202334631, 'macro avg': {'precision': 0.5, 'recall': 0.40077821011673154, 'f1-score': 0.4449244060475162, 'support': 514}, 'weighted avg': {'precision': 1.0, 'recall': 0.8015564202334631, 'f1-score': 0.8898488120950324, 'support': 514}}",0.25998398661613464
600,60,P812,"(10439, 25)","(2309, 25)","{0.0: 6970, 1.0: 3469}","{0.0: 1923, 1.0: 386}",0.8490893244743347,0.8268581032752991,0.8490893244743347,0.8490893244743347,"[[1640  280]
 [  68  318]]","{'0': {'precision': 0.9601873536299765, 'recall': 0.8541666666666666, 'f1-score': 0.9040793825799337, 'support': 1920}, '1': {'precision': 0.5317725752508361, 'recall': 0.8238341968911918, 'f1-score': 0.646341463414634, 'support': 386}, 'accuracy': 0.8490893321769297, 'macro avg': {'precision': 0.7459799644404064, 'recall': 0.8390004317789292, 'f1-score': 0.7752104229972838, 'support': 2306}, 'weighted avg': {'precision': 0.8884752528258361, 'recall': 0.8490893321769297, 'f1-score': 0.8609367820605037, 'support': 2306}}",0.2944415509700775
600,60,P876,"(12360, 25)","(388, 25)","{0.0: 8505, 1.0: 3855}",{0.0: 388},0.8207792043685913,0.8459820747375488,0.8207792043685913,0.8207792043685913,"[[316  69]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.8207792207792208, 'f1-score': 0.9015691868758916, 'support': 385}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8207792207792208, 'macro avg': {'precision': 0.5, 'recall': 0.4103896103896104, 'f1-score': 0.4507845934379458, 'support': 385}, 'weighted avg': {'precision': 1.0, 'recall': 0.8207792207792208, 'f1-score': 0.9015691868758916, 'support': 385}}",0.2257290780544281
600,60,P940,"(11235, 25)","(1513, 25)","{0.0: 7380, 1.0: 3855}",{0.0: 1513},0.9245033264160156,0.9204358458518982,0.9245033264160156,0.9245033264160156,"[[1396  114]
 [   0    0]]","{'0': {'precision': 1.0, 'recall': 0.9245033112582781, 'f1-score': 0.9607708189951824, 'support': 1510}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9245033112582781, 'macro avg': {'precision': 0.5, 'recall': 0.46225165562913906, 'f1-score': 0.4803854094975912, 'support': 1510}, 'weighted avg': {'precision': 1.0, 'recall': 0.9245033112582781, 'f1-score': 0.9607708189951825, 'support': 1510}}",0.11944117397069931
700,70,G04,"(10358, 25)","(407, 25)","{0.0: 7356, 1.0: 3002}","{1.0: 299, 0.0: 108}",0.4183168411254883,0.3772321045398712,0.4183168411254883,0.4183168411254883,"[[ 12  93]
 [142 157]]","{'0': {'precision': 0.07792207792207792, 'recall': 0.11428571428571428, 'f1-score': 0.09266409266409265, 'support': 105}, '1': {'precision': 0.628, 'recall': 0.5250836120401338, 'f1-score': 0.5719489981785064, 'support': 299}, 'accuracy': 0.4183168316831683, 'macro avg': {'precision': 0.352961038961039, 'recall': 0.31968466316292404, 'f1-score': 0.33230654542129956, 'support': 404}, 'weighted avg': {'precision': 0.48503420342034204, 'recall': 0.4183168316831683, 'f1-score': 0.4473823766957999, 'support': 404}}",1.3019877672195435
700,70,G05,"(10512, 25)","(253, 25)","{0.0: 7211, 1.0: 3301}",{0.0: 253},0.7160000205039978,0.7157865762710571,0.7160000205039978,0.7160000205039978,"[[179  71]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 0.716, 'f1-score': 0.8344988344988344, 'support': 250}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.716, 'macro avg': {'precision': 0.5, 'recall': 0.358, 'f1-score': 0.4172494172494172, 'support': 250}, 'weighted avg': {'precision': 1.0, 'recall': 0.716, 'f1-score': 0.8344988344988344, 'support': 250}}",0.37175020575523376
700,70,G06,"(10516, 25)","(249, 25)","{0.0: 7302, 1.0: 3214}","{0.0: 162, 1.0: 87}",0.8861788511276245,0.8862846493721008,0.8861788511276245,0.8861788511276245,"[[143  16]
 [ 12  75]]","{'0': {'precision': 0.9225806451612903, 'recall': 0.89937106918239, 'f1-score': 0.910828025477707, 'support': 159}, '1': {'precision': 0.8241758241758241, 'recall': 0.8620689655172413, 'f1-score': 0.8426966292134831, 'support': 87}, 'accuracy': 0.8861788617886179, 'macro avg': {'precision': 0.8733782346685572, 'recall': 0.8807200173498156, 'f1-score': 0.8767623273455951, 'support': 246}, 'weighted avg': {'precision': 0.8877789401786255, 'recall': 0.8861788617886179, 'f1-score': 0.8867327755793839, 'support': 246}}",0.35970884561538696
700,70,G07,"(10315, 25)","(450, 25)","{0.0: 7394, 1.0: 2921}","{1.0: 380, 0.0: 70}",0.8881431818008423,0.8875070810317993,0.8881431818008423,0.8881431818008423,"[[ 20  47]
 [  3 377]]","{'0': {'precision': 0.8695652173913043, 'recall': 0.29850746268656714, 'f1-score': 0.4444444444444444, 'support': 67}, '1': {'precision': 0.8891509433962265, 'recall': 0.9921052631578947, 'f1-score': 0.9378109452736318, 'support': 380}, 'accuracy': 0.8881431767337807, 'macro avg': {'precision': 0.8793580803937654, 'recall': 0.6453063629222309, 'f1-score': 0.6911276948590381, 'support': 447}, 'weighted avg': {'precision': 0.8862152752925804, 'recall': 0.8881431767337807, 'f1-score': 0.8638611565587424, 'support': 447}}",0.4375613033771515
700,70,G08,"(9104, 25)","(1661, 25)","{0.0: 7349, 1.0: 1755}","{1.0: 1546, 0.0: 115}",0.2810615301132202,0.2820996046066284,0.2810615301132202,0.2810615301132202,"[[  93   19]
 [1173  373]]","{'0': {'precision': 0.07345971563981042, 'recall': 0.8303571428571429, 'f1-score': 0.13497822931785194, 'support': 112}, '1': {'precision': 0.951530612244898, 'recall': 0.24126778783958602, 'f1-score': 0.3849329205366357, 'support': 1546}, 'accuracy': 0.2810615199034982, 'macro avg': {'precision': 0.5124951639423542, 'recall': 0.5358124653483645, 'f1-score': 0.2599555749272438, 'support': 1658}, 'weighted avg': {'precision': 0.8922158110267014, 'recall': 0.2810615199034982, 'f1-score': 0.3680481645556322, 'support': 1658}}",1.3768342733383179
