,test_patient,train_shape,test_shape,train_lable_count,test_label_count,sensor_pos,sensor_type,features,model_name,started_at,ended_at,duration,accuracy,f1_score,auc_score,conf_matrix,clf_report
50,P551,"(18747, 55)","(903, 55)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",SupportVectorsMachine,2020-07-23 21:50:40.277516,2020-07-23 21:52:11.248192,0:01:30.970676,0.3333333333333333,0.3894523326572008,0.5287037037037036,"[[109  26]
 [576 192]]","{'0.0': {'precision': 0.1591240875912409, 'recall': 0.8074074074074075, 'f1-score': 0.2658536585365854, 'support': 135}, '1.0': {'precision': 0.8807339449541285, 'recall': 0.25, 'f1-score': 0.3894523326572008, 'support': 768}, 'accuracy': 0.3333333333333333, 'macro avg': {'precision': 0.5199290162726847, 'recall': 0.5287037037037037, 'f1-score': 0.3276529955968931, 'support': 903}, 'weighted avg': {'precision': 0.772852072590906, 'recall': 0.3333333333333333, 'f1-score': 0.3709741255627566, 'support': 903}}"
51,P551,"(18747, 55)","(903, 55)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",RandomForest,2020-07-23 21:52:11.248275,2020-07-23 21:52:44.568587,0:00:33.320312,0.716500553709856,0.8078078078078079,0.7539641203703704,"[[109  26]
 [230 538]]","{'0.0': {'precision': 0.3215339233038348, 'recall': 0.8074074074074075, 'f1-score': 0.459915611814346, 'support': 135}, '1.0': {'precision': 0.9539007092198581, 'recall': 0.7005208333333334, 'f1-score': 0.8078078078078079, 'support': 768}, 'accuracy': 0.716500553709856, 'macro avg': {'precision': 0.6377173162618465, 'recall': 0.7539641203703704, 'f1-score': 0.6338617098110769, 'support': 903}, 'weighted avg': {'precision': 0.8593608242822467, 'recall': 0.716500553709856, 'f1-score': 0.7557973466127721, 'support': 903}}"
52,P551,"(18747, 55)","(903, 55)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",GaussianNaiveBayes,2020-07-23 21:52:44.568664,2020-07-23 21:52:44.613393,0:00:00.044729,0.7286821705426356,0.8287910552061495,0.6268084490740741,"[[ 65  70]
 [175 593]]","{'0.0': {'precision': 0.2708333333333333, 'recall': 0.48148148148148145, 'f1-score': 0.3466666666666667, 'support': 135}, '1.0': {'precision': 0.8944193061840121, 'recall': 0.7721354166666666, 'f1-score': 0.8287910552061495, 'support': 768}, 'accuracy': 0.7286821705426356, 'macro avg': {'precision': 0.5826263197586727, 'recall': 0.6268084490740741, 'f1-score': 0.5877288609364081, 'support': 903}, 'weighted avg': {'precision': 0.801192167385738, 'recall': 0.7286821705426356, 'f1-score': 0.7567126582484194, 'support': 903}}"
53,P551,"(18747, 55)","(903, 55)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors,2020-07-23 21:52:44.613469,2020-07-23 21:52:45.348837,0:00:00.735368,0.4839424141749723,0.5794223826714802,0.6386140046296296,"[[116  19]
 [447 321]]","{'0.0': {'precision': 0.20603907637655416, 'recall': 0.8592592592592593, 'f1-score': 0.332378223495702, 'support': 135}, '1.0': {'precision': 0.9441176470588235, 'recall': 0.41796875, 'f1-score': 0.5794223826714802, 'support': 768}, 'accuracy': 0.4839424141749723, 'macro avg': {'precision': 0.5750783617176889, 'recall': 0.6386140046296296, 'f1-score': 0.4559003030835911, 'support': 903}, 'weighted avg': {'precision': 0.8337736746976869, 'recall': 0.4839424141749723, 'f1-score': 0.542488870502344, 'support': 903}}"
54,P551,"(18747, 55)","(903, 55)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors_DynamicTimeWrapping,2020-07-23 21:52:45.348917,2020-07-23 21:56:11.341300,0:03:25.992383,0.4374307862679956,0.5278810408921932,0.5960069444444444,"[[111  24]
 [484 284]]","{'0.0': {'precision': 0.1865546218487395, 'recall': 0.8222222222222222, 'f1-score': 0.3041095890410959, 'support': 135}, '1.0': {'precision': 0.922077922077922, 'recall': 0.3697916666666667, 'f1-score': 0.5278810408921932, 'support': 768}, 'accuracy': 0.4374307862679956, 'macro avg': {'precision': 0.5543162719633308, 'recall': 0.5960069444444445, 'f1-score': 0.41599531496664455, 'support': 903}, 'weighted avg': {'precision': 0.8121159668941571, 'recall': 0.4374307862679956, 'f1-score': 0.494426837127079, 'support': 903}}"
55,P623,"(19145, 55)","(505, 55)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",SupportVectorsMachine,2020-07-23 21:56:13.880425,2020-07-23 21:58:00.202353,0:01:46.321928,0.8871287128712871,0.0,0,"[[448  57]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8871287128712871, 'f1-score': 0.9401888772298007, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8871287128712871, 'macro avg': {'precision': 0.5, 'recall': 0.44356435643564357, 'f1-score': 0.47009443861490036, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.8871287128712871, 'f1-score': 0.9401888772298007, 'support': 505}}"
56,P623,"(19145, 55)","(505, 55)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",RandomForest,2020-07-23 21:58:00.202431,2020-07-23 21:58:34.954818,0:00:34.752387,0.9722772277227723,0.0,0,"[[491  14]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9722772277227723, 'f1-score': 0.9859437751004015, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9722772277227723, 'macro avg': {'precision': 0.5, 'recall': 0.4861386138613861, 'f1-score': 0.49297188755020077, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.9722772277227723, 'f1-score': 0.9859437751004015, 'support': 505}}"
57,P623,"(19145, 55)","(505, 55)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",GaussianNaiveBayes,2020-07-23 21:58:34.954894,2020-07-23 21:58:34.994449,0:00:00.039555,0.7267326732673267,0.0,0,"[[367 138]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7267326732673267, 'f1-score': 0.841743119266055, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7267326732673267, 'macro avg': {'precision': 0.5, 'recall': 0.36336633663366336, 'f1-score': 0.4208715596330275, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.7267326732673267, 'f1-score': 0.841743119266055, 'support': 505}}"
58,P623,"(19145, 55)","(505, 55)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors,2020-07-23 21:58:34.994527,2020-07-23 21:58:35.345827,0:00:00.351300,0.7920792079207921,0.0,0,"[[400 105]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7920792079207921, 'f1-score': 0.8839779005524863, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7920792079207921, 'macro avg': {'precision': 0.5, 'recall': 0.39603960396039606, 'f1-score': 0.44198895027624313, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.7920792079207921, 'f1-score': 0.8839779005524863, 'support': 505}}"
59,P623,"(19145, 55)","(505, 55)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors_DynamicTimeWrapping,2020-07-23 21:58:35.345904,2020-07-23 22:00:12.235846,0:01:36.889942,0.7980198019801981,0.0,0,"[[403 102]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7980198019801981, 'f1-score': 0.8876651982378855, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7980198019801981, 'macro avg': {'precision': 0.5, 'recall': 0.39900990099009903, 'f1-score': 0.44383259911894274, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.7980198019801981, 'f1-score': 0.8876651982378855, 'support': 505}}"
60,P645,"(18855, 55)","(795, 55)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",SupportVectorsMachine,2020-07-23 22:00:14.745823,2020-07-23 22:02:00.040271,0:01:45.294448,0.820125786163522,0.0,0,"[[652 143]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.820125786163522, 'f1-score': 0.9011748445058743, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.820125786163522, 'macro avg': {'precision': 0.5, 'recall': 0.410062893081761, 'f1-score': 0.45058742225293713, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.820125786163522, 'f1-score': 0.9011748445058742, 'support': 795}}"
61,P645,"(18855, 55)","(795, 55)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",RandomForest,2020-07-23 22:02:00.040348,2020-07-23 22:02:34.542563,0:00:34.502215,1.0,0.0,0,"[[795   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}}"
62,P645,"(18855, 55)","(795, 55)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",GaussianNaiveBayes,2020-07-23 22:02:34.542676,2020-07-23 22:02:34.581879,0:00:00.039203,0.5446540880503145,0.0,0,"[[433 362]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.5446540880503145, 'f1-score': 0.7052117263843648, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.5446540880503145, 'macro avg': {'precision': 0.5, 'recall': 0.2723270440251572, 'f1-score': 0.3526058631921824, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.5446540880503145, 'f1-score': 0.7052117263843648, 'support': 795}}"
63,P645,"(18855, 55)","(795, 55)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors,2020-07-23 22:02:34.581956,2020-07-23 22:02:35.124187,0:00:00.542231,0.8603773584905661,0.0,0,"[[684 111]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8603773584905661, 'f1-score': 0.9249492900608519, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8603773584905661, 'macro avg': {'precision': 0.5, 'recall': 0.43018867924528303, 'f1-score': 0.46247464503042596, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.8603773584905661, 'f1-score': 0.9249492900608519, 'support': 795}}"
64,P645,"(18855, 55)","(795, 55)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors_DynamicTimeWrapping,2020-07-23 22:02:35.124264,2020-07-23 22:05:33.520225,0:02:58.395961,0.9031446540880503,0.0,0,"[[718  77]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9031446540880503, 'f1-score': 0.9491077329808328, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9031446540880503, 'macro avg': {'precision': 0.5, 'recall': 0.45157232704402517, 'f1-score': 0.4745538664904164, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.9031446540880503, 'f1-score': 0.9491077329808328, 'support': 795}}"
65,P812,"(16083, 55)","(3567, 55)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",SupportVectorsMachine,2020-07-23 22:05:36.098869,2020-07-23 22:06:52.958410,0:01:16.859541,0.6663863190356042,0.10256410256410256,0.444691232287824,"[[2309  696]
 [ 494   68]]","{'0.0': {'precision': 0.8237602568676418, 'recall': 0.7683860232945091, 'f1-score': 0.7951101928374655, 'support': 3005}, '1.0': {'precision': 0.08900523560209424, 'recall': 0.12099644128113879, 'f1-score': 0.10256410256410256, 'support': 562}, 'accuracy': 0.6663863190356042, 'macro avg': {'precision': 0.456382746234868, 'recall': 0.4446912322878239, 'f1-score': 0.44883714770078403, 'support': 3567}, 'weighted avg': {'precision': 0.7079956586194674, 'recall': 0.6663863190356042, 'f1-score': 0.6859958382723885, 'support': 3567}}"
66,P812,"(16083, 55)","(3567, 55)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",RandomForest,2020-07-23 22:06:52.958487,2020-07-23 22:07:21.003290,0:00:28.044803,0.9472946453602467,0.821969696969697,0.8761376353763892,"[[2945   60]
 [ 128  434]]","{'0.0': {'precision': 0.9583468922876668, 'recall': 0.9800332778702163, 'f1-score': 0.9690687726225732, 'support': 3005}, '1.0': {'precision': 0.8785425101214575, 'recall': 0.7722419928825622, 'f1-score': 0.821969696969697, 'support': 562}, 'accuracy': 0.9472946453602467, 'macro avg': {'precision': 0.9184447012045621, 'recall': 0.8761376353763892, 'f1-score': 0.8955192347961352, 'support': 3567}, 'weighted avg': {'precision': 0.9457732834350149, 'recall': 0.9472946453602467, 'f1-score': 0.9458925235289605, 'support': 3567}}"
67,P812,"(16083, 55)","(3567, 55)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",GaussianNaiveBayes,2020-07-23 22:07:21.003366,2020-07-23 22:07:21.059247,0:00:00.055881,0.5618166526492852,0.33062098501070664,0.6126343401566783,"[[1618 1387]
 [ 176  386]]","{'0.0': {'precision': 0.9018952062430323, 'recall': 0.5384359400998336, 'f1-score': 0.6743071473223589, 'support': 3005}, '1.0': {'precision': 0.21771009588268472, 'recall': 0.6868327402135231, 'f1-score': 0.33062098501070664, 'support': 562}, 'accuracy': 0.5618166526492852, 'macro avg': {'precision': 0.5598026510628585, 'recall': 0.6126343401566784, 'f1-score': 0.5024640661665327, 'support': 3567}, 'weighted avg': {'precision': 0.7940981689504852, 'recall': 0.5618166526492852, 'f1-score': 0.6201575473169907, 'support': 3567}}"
68,P812,"(16083, 55)","(3567, 55)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors,2020-07-23 22:07:21.059324,2020-07-23 22:07:23.047854,0:00:01.988530,0.8138491729744883,0.43441226575809194,0.6674673290660288,"[[2648  357]
 [ 307  255]]","{'0.0': {'precision': 0.896108291032149, 'recall': 0.881198003327787, 'f1-score': 0.8885906040268458, 'support': 3005}, '1.0': {'precision': 0.4166666666666667, 'recall': 0.45373665480427045, 'f1-score': 0.43441226575809194, 'support': 562}, 'accuracy': 0.8138491729744883, 'macro avg': {'precision': 0.6563874788494078, 'recall': 0.6674673290660287, 'f1-score': 0.6615014348924688, 'support': 3567}, 'weighted avg': {'precision': 0.8205696891556697, 'recall': 0.8138491729744883, 'f1-score': 0.8170323685048274, 'support': 3567}}"
69,P812,"(16083, 55)","(3567, 55)","{0.0: 10890, 1.0: 5193}","{0.0: 3005, 1.0: 562}",feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors_DynamicTimeWrapping,2020-07-23 22:07:23.047933,2020-07-23 22:17:13.933429,0:09:50.885496,0.7782450238295486,0.342477140482128,0.6108946536318474,"[[2570  435]
 [ 356  206]]","{'0.0': {'precision': 0.8783321941216679, 'recall': 0.8552412645590682, 'f1-score': 0.8666329455403811, 'support': 3005}, '1.0': {'precision': 0.3213728549141966, 'recall': 0.3665480427046263, 'f1-score': 0.342477140482128, 'support': 562}, 'accuracy': 0.7782450238295486, 'macro avg': {'precision': 0.5998525245179323, 'recall': 0.6108946536318473, 'f1-score': 0.6045550430112545, 'support': 3567}, 'weighted avg': {'precision': 0.7905802601058005, 'recall': 0.7782450238295486, 'f1-score': 0.7840493844406508, 'support': 3567}}"
70,P876,"(19052, 55)","(598, 55)","{0.0: 13297, 1.0: 5755}",{0.0: 598},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",SupportVectorsMachine,2020-07-23 22:17:16.745153,2020-07-23 22:19:11.152565,0:01:54.407412,0.5568561872909699,0.0,0,"[[333 265]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.5568561872909699, 'f1-score': 0.715359828141783, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.5568561872909699, 'macro avg': {'precision': 0.5, 'recall': 0.27842809364548493, 'f1-score': 0.3576799140708915, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.5568561872909699, 'f1-score': 0.715359828141783, 'support': 598}}"
71,P876,"(19052, 55)","(598, 55)","{0.0: 13297, 1.0: 5755}",{0.0: 598},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",RandomForest,2020-07-23 22:19:11.152649,2020-07-23 22:19:48.176735,0:00:37.024086,1.0,0.0,0,"[[598   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 598}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 598}}"
72,P876,"(19052, 55)","(598, 55)","{0.0: 13297, 1.0: 5755}",{0.0: 598},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",GaussianNaiveBayes,2020-07-23 22:19:48.176906,2020-07-23 22:19:48.218519,0:00:00.041613,0.23076923076923078,0.0,0,"[[138 460]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.23076923076923078, 'f1-score': 0.375, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.23076923076923078, 'macro avg': {'precision': 0.5, 'recall': 0.11538461538461539, 'f1-score': 0.1875, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.23076923076923078, 'f1-score': 0.375, 'support': 598}}"
73,P876,"(19052, 55)","(598, 55)","{0.0: 13297, 1.0: 5755}",{0.0: 598},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors,2020-07-23 22:19:48.218601,2020-07-23 22:19:48.765703,0:00:00.547102,0.919732441471572,0.0,0,"[[550  48]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.919732441471572, 'f1-score': 0.9581881533101045, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.919732441471572, 'macro avg': {'precision': 0.5, 'recall': 0.459866220735786, 'f1-score': 0.47909407665505227, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.919732441471572, 'f1-score': 0.9581881533101045, 'support': 598}}"
74,P876,"(19052, 55)","(598, 55)","{0.0: 13297, 1.0: 5755}",{0.0: 598},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors_DynamicTimeWrapping,2020-07-23 22:19:48.765786,2020-07-23 22:22:15.933240,0:02:27.167454,0.903010033444816,0.0,0,"[[540  58]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.903010033444816, 'f1-score': 0.9490333919156415, 'support': 598}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.903010033444816, 'macro avg': {'precision': 0.5, 'recall': 0.451505016722408, 'f1-score': 0.47451669595782076, 'support': 598}, 'weighted avg': {'precision': 1.0, 'recall': 0.903010033444816, 'f1-score': 0.9490333919156416, 'support': 598}}"
75,P940,"(17277, 55)","(2373, 55)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",SupportVectorsMachine,2020-07-23 22:22:18.704461,2020-07-23 22:23:58.931774,0:01:40.227313,0.8268015170670038,0.0,0,"[[1962  411]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.8268015170670038, 'f1-score': 0.9051903114186851, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8268015170670038, 'macro avg': {'precision': 0.5, 'recall': 0.4134007585335019, 'f1-score': 0.45259515570934256, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.8268015170670038, 'f1-score': 0.905190311418685, 'support': 2373}}"
76,P940,"(17277, 55)","(2373, 55)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",RandomForest,2020-07-23 22:23:58.931860,2020-07-23 22:24:32.713842,0:00:33.781982,0.9705014749262537,0.0,0,"[[2303   70]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9705014749262537, 'f1-score': 0.9850299401197605, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9705014749262537, 'macro avg': {'precision': 0.5, 'recall': 0.48525073746312686, 'f1-score': 0.49251497005988026, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.9705014749262537, 'f1-score': 0.9850299401197604, 'support': 2373}}"
77,P940,"(17277, 55)","(2373, 55)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",GaussianNaiveBayes,2020-07-23 22:24:32.713922,2020-07-23 22:24:32.768577,0:00:00.054655,0.5141171512852929,0.0,0,"[[1220 1153]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.5141171512852929, 'f1-score': 0.6790982465905928, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.5141171512852929, 'macro avg': {'precision': 0.5, 'recall': 0.25705857564264645, 'f1-score': 0.3395491232952964, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.5141171512852929, 'f1-score': 0.6790982465905928, 'support': 2373}}"
78,P940,"(17277, 55)","(2373, 55)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors,2020-07-23 22:24:32.768659,2020-07-23 22:24:34.423640,0:00:01.654981,0.9292035398230089,0.0,0,"[[2205  168]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9292035398230089, 'f1-score': 0.9633027522935781, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9292035398230089, 'macro avg': {'precision': 0.5, 'recall': 0.4646017699115044, 'f1-score': 0.48165137614678905, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.9292035398230089, 'f1-score': 0.9633027522935781, 'support': 2373}}"
79,P940,"(17277, 55)","(2373, 55)","{0.0: 11522, 1.0: 5755}",{0.0: 2373},feet,acc,"['avg', 'std', 'max', 'min', 'var', 'fi', 'pi', 'fp', 'lp']",K-NearestNeighbors_DynamicTimeWrapping,2020-07-23 22:24:34.423743,2020-07-23 22:32:18.876083,0:07:44.452340,0.9224610198061526,0.0,0,"[[2189  184]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9224610198061526, 'f1-score': 0.959666812801403, 'support': 2373}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9224610198061526, 'macro avg': {'precision': 0.5, 'recall': 0.4612305099030763, 'f1-score': 0.4798334064007015, 'support': 2373}, 'weighted avg': {'precision': 1.0, 'recall': 0.9224610198061526, 'f1-score': 0.9596668128014031, 'support': 2373}}"
