,test_patient,train_shape,test_shape,train_lable_count,test_label_count,sensor_pos,sensor_type,features,model_name,duration,accuracy,f1_score,precision,recall,conf_matrix,clf_report,loss
2756,P351,"(16859, 85)","(2791, 85)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},feet,both,stat,DecisionTree,0:00:00.880897,0.9283410963812254,0.962839093273876,1.0,0.9283410963812254,"[[2591  200]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.9283410963812254, 'f1-score': 0.962839093273876, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9283410963812254, 'macro avg': {'precision': 0.5, 'recall': 0.4641705481906127, 'f1-score': 0.481419546636938, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.9283410963812254, 'f1-score': 0.962839093273876, 'support': 2791}}",
2757,P351,"(16859, 85)","(2791, 85)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},feet,both,stat,GaussianNaiveBayes,0:00:00.046184,0.7108563238982444,0.8309947643979058,1.0,0.7108563238982444,"[[1984  807]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.7108563238982444, 'f1-score': 0.8309947643979058, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7108563238982444, 'macro avg': {'precision': 0.5, 'recall': 0.3554281619491222, 'f1-score': 0.4154973821989529, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.7108563238982444, 'f1-score': 0.8309947643979058, 'support': 2791}}",
2758,P351,"(16859, 85)","(2791, 85)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},feet,both,stat,K-NearestNeighbors,0:00:00.321548,0.8258688642063776,0.9046310832025116,1.0,0.8258688642063776,"[[2305  486]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.8258688642063776, 'f1-score': 0.9046310832025117, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8258688642063776, 'macro avg': {'precision': 0.5, 'recall': 0.4129344321031888, 'f1-score': 0.45231554160125587, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.8258688642063776, 'f1-score': 0.9046310832025117, 'support': 2791}}",
2759,P351,"(16859, 85)","(2791, 85)","{0.0: 11104, 1.0: 5755}",{0.0: 2791},feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:04:42.457660,0.8240773916159083,0.9035552936554706,1.0,0.8240773916159083,"[[2300  491]
 [   0    0]]","{'0.0': {'precision': 1.0, 'recall': 0.8240773916159083, 'f1-score': 0.9035552936554705, 'support': 2791}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8240773916159083, 'macro avg': {'precision': 0.5, 'recall': 0.41203869580795416, 'f1-score': 0.45177764682773525, 'support': 2791}, 'weighted avg': {'precision': 1.0, 'recall': 0.8240773916159083, 'f1-score': 0.9035552936554706, 'support': 2791}}",
2760,P379,"(18612, 85)","(1038, 85)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",feet,both,stat,LSTM,0:05:47.866536,0.7700483202934265,0.7746211886405945,0.7700483202934265,0.7700483202934265,"[[700  12]
 [226  97]]","{'0': {'precision': 0.755939524838013, 'recall': 0.9831460674157303, 'f1-score': 0.8547008547008548, 'support': 712}, '1': {'precision': 0.8899082568807339, 'recall': 0.30030959752321984, 'f1-score': 0.449074074074074, 'support': 323}, 'accuracy': 0.770048309178744, 'macro avg': {'precision': 0.8229238908593735, 'recall': 0.6417278324694751, 'f1-score': 0.6518874643874644, 'support': 1035}, 'weighted avg': {'precision': 0.7977481243064176, 'recall': 0.770048309178744, 'f1-score': 0.7281139463506613, 'support': 1035}}",1.1869148015975952
2762,P379,"(18612, 85)","(1038, 85)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",feet,both,stat,SupportVectorsMachine,0:01:29.203248,0.5895953757225434,0.5134451334196952,0.4571407914276999,0.5895953757225434,"[[610 105]
 [321   2]]","{'0.0': {'precision': 0.6552094522019334, 'recall': 0.8531468531468531, 'f1-score': 0.741190765492102, 'support': 715}, '1.0': {'precision': 0.018691588785046728, 'recall': 0.006191950464396285, 'f1-score': 0.00930232558139535, 'support': 323}, 'accuracy': 0.5895953757225434, 'macro avg': {'precision': 0.33695052049349006, 'recall': 0.4296694018056247, 'f1-score': 0.3752465455367487, 'support': 1038}, 'weighted avg': {'precision': 0.4571407914276999, 'recall': 0.5895953757225434, 'f1-score': 0.5134451334196952, 'support': 1038}}",
2763,P379,"(18612, 85)","(1038, 85)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",feet,both,stat,RandomForest,0:00:39.413274,0.7090558766859345,0.6228387583800119,0.7158525866033332,0.7090558766859345,"[[703  12]
 [290  33]]","{'0.0': {'precision': 0.7079556898288016, 'recall': 0.9832167832167832, 'f1-score': 0.8231850117096019, 'support': 715}, '1.0': {'precision': 0.7333333333333333, 'recall': 0.1021671826625387, 'f1-score': 0.1793478260869565, 'support': 323}, 'accuracy': 0.7090558766859345, 'macro avg': {'precision': 0.7206445115810675, 'recall': 0.5426919829396609, 'f1-score': 0.5012664188982792, 'support': 1038}, 'weighted avg': {'precision': 0.7158525866033332, 'recall': 0.7090558766859345, 'f1-score': 0.6228387583800119, 'support': 1038}}",
2764,P379,"(18612, 85)","(1038, 85)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",feet,both,stat,DecisionTree,0:00:00.970075,0.7244701348747592,0.6803381493591031,0.7078862502031246,0.7244701348747592,"[[671  44]
 [242  81]]","{'0.0': {'precision': 0.7349397590361446, 'recall': 0.9384615384615385, 'f1-score': 0.8243243243243243, 'support': 715}, '1.0': {'precision': 0.648, 'recall': 0.25077399380804954, 'f1-score': 0.36160714285714285, 'support': 323}, 'accuracy': 0.7244701348747592, 'macro avg': {'precision': 0.6914698795180723, 'recall': 0.594617766134794, 'f1-score': 0.5929657335907336, 'support': 1038}, 'weighted avg': {'precision': 0.7078862502031246, 'recall': 0.7244701348747592, 'f1-score': 0.6803381493591031, 'support': 1038}}",
2765,P379,"(18612, 85)","(1038, 85)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",feet,both,stat,GaussianNaiveBayes,0:00:00.036082,0.5722543352601156,0.5287527833923001,0.5005748962054094,0.5722543352601156,"[[567 148]
 [296  27]]","{'0.0': {'precision': 0.657010428736964, 'recall': 0.793006993006993, 'f1-score': 0.7186311787072243, 'support': 715}, '1.0': {'precision': 0.15428571428571428, 'recall': 0.08359133126934984, 'f1-score': 0.10843373493975904, 'support': 323}, 'accuracy': 0.5722543352601156, 'macro avg': {'precision': 0.40564807151133914, 'recall': 0.4382991621381714, 'f1-score': 0.41353245682349166, 'support': 1038}, 'weighted avg': {'precision': 0.5005748962054094, 'recall': 0.5722543352601156, 'f1-score': 0.5287527833923001, 'support': 1038}}",
2766,P379,"(18612, 85)","(1038, 85)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",feet,both,stat,K-NearestNeighbors,0:00:00.218924,0.6570327552986512,0.5944069271442939,0.5859891546024666,0.6570327552986512,"[[644  71]
 [285  38]]","{'0.0': {'precision': 0.6932185145317545, 'recall': 0.9006993006993007, 'f1-score': 0.7834549878345498, 'support': 715}, '1.0': {'precision': 0.3486238532110092, 'recall': 0.11764705882352941, 'f1-score': 0.1759259259259259, 'support': 323}, 'accuracy': 0.6570327552986512, 'macro avg': {'precision': 0.5209211838713819, 'recall': 0.5091731797614151, 'f1-score': 0.47969045688023787, 'support': 1038}, 'weighted avg': {'precision': 0.5859891546024666, 'recall': 0.6570327552986512, 'f1-score': 0.594406927144294, 'support': 1038}}",
2767,P379,"(18612, 85)","(1038, 85)","{0.0: 13180, 1.0: 5432}","{0.0: 715, 1.0: 323}",feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:02:01.736194,0.6425818882466281,0.5746594370334069,0.5550402447086483,0.6425818882466281,"[[639  76]
 [295  28]]","{'0.0': {'precision': 0.684154175588865, 'recall': 0.8937062937062937, 'f1-score': 0.7750151607034567, 'support': 715}, '1.0': {'precision': 0.2692307692307692, 'recall': 0.08668730650154799, 'f1-score': 0.13114754098360654, 'support': 323}, 'accuracy': 0.6425818882466281, 'macro avg': {'precision': 0.47669247240981716, 'recall': 0.49019680010392086, 'f1-score': 0.4530813508435316, 'support': 1038}, 'weighted avg': {'precision': 0.5550402447086483, 'recall': 0.6425818882466281, 'f1-score': 0.5746594370334069, 'support': 1038}}",
2768,P551,"(18747, 85)","(903, 85)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,both,stat,LSTM,0:05:45.998532,0.14666666090488434,0.17241379618644714,0.14666666090488434,0.14666666090488434,"[[132   0]
 [768   0]]","{'0': {'precision': 0.14666666666666667, 'recall': 1.0, 'f1-score': 0.2558139534883721, 'support': 132}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 768}, 'accuracy': 0.14666666666666667, 'macro avg': {'precision': 0.07333333333333333, 'recall': 0.5, 'f1-score': 0.12790697674418605, 'support': 900}, 'weighted avg': {'precision': 0.02151111111111111, 'recall': 0.14666666666666667, 'f1-score': 0.037519379844961245, 'support': 900}}",1.5442330837249756
2770,P551,"(18747, 85)","(903, 85)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,both,stat,SupportVectorsMachine,0:01:22.737748,0.2558139534883721,0.24203489513650744,0.8137518847835491,0.2558139534883721,"[[127   8]
 [664 104]]","{'0.0': {'precision': 0.16055625790139064, 'recall': 0.9407407407407408, 'f1-score': 0.2742980561555075, 'support': 135}, '1.0': {'precision': 0.9285714285714286, 'recall': 0.13541666666666666, 'f1-score': 0.23636363636363633, 'support': 768}, 'accuracy': 0.2558139534883721, 'macro avg': {'precision': 0.5445638432364096, 'recall': 0.5380787037037037, 'f1-score': 0.2553308462595719, 'support': 903}, 'weighted avg': {'precision': 0.8137518847835491, 'recall': 0.2558139534883721, 'f1-score': 0.24203489513650744, 'support': 903}}",
2771,P551,"(18747, 85)","(903, 85)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,both,stat,RandomForest,0:00:40.431306,0.2015503875968992,0.14206025982374326,0.8404831634586359,0.2015503875968992,"[[133   2]
 [719  49]]","{'0.0': {'precision': 0.15610328638497653, 'recall': 0.9851851851851852, 'f1-score': 0.2695035460992908, 'support': 135}, '1.0': {'precision': 0.9607843137254902, 'recall': 0.06380208333333333, 'f1-score': 0.11965811965811965, 'support': 768}, 'accuracy': 0.20155038759689922, 'macro avg': {'precision': 0.5584438000552334, 'recall': 0.5244936342592592, 'f1-score': 0.1945808328787052, 'support': 903}, 'weighted avg': {'precision': 0.8404831634586359, 'recall': 0.20155038759689922, 'f1-score': 0.14206025982374323, 'support': 903}}",
2772,P551,"(18747, 85)","(903, 85)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,both,stat,DecisionTree,0:00:00.950793,0.4152823920265781,0.4900957415482241,0.7059978565426492,0.4152823920265781,"[[ 61  74]
 [454 314]]","{'0.0': {'precision': 0.11844660194174757, 'recall': 0.45185185185185184, 'f1-score': 0.18769230769230766, 'support': 135}, '1.0': {'precision': 0.8092783505154639, 'recall': 0.4088541666666667, 'f1-score': 0.5432525951557093, 'support': 768}, 'accuracy': 0.4152823920265781, 'macro avg': {'precision': 0.46386247622860577, 'recall': 0.43035300925925923, 'f1-score': 0.3654724514240085, 'support': 903}, 'weighted avg': {'precision': 0.7059978565426492, 'recall': 0.4152823920265781, 'f1-score': 0.49009574154822405, 'support': 903}}",
2773,P551,"(18747, 85)","(903, 85)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,both,stat,GaussianNaiveBayes,0:00:00.036401,0.7308970099667774,0.7623073645617221,0.8201301234174114,0.7308970099667774,"[[ 79  56]
 [187 581]]","{'0.0': {'precision': 0.29699248120300753, 'recall': 0.5851851851851851, 'f1-score': 0.39401496259351626, 'support': 135}, '1.0': {'precision': 0.9120879120879121, 'recall': 0.7565104166666666, 'f1-score': 0.8270462633451957, 'support': 768}, 'accuracy': 0.7308970099667774, 'macro avg': {'precision': 0.6045401966454598, 'recall': 0.6708478009259259, 'f1-score': 0.610530612969356, 'support': 903}, 'weighted avg': {'precision': 0.8201301234174114, 'recall': 0.7308970099667774, 'f1-score': 0.7623073645617221, 'support': 903}}",
2774,P551,"(18747, 85)","(903, 85)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,both,stat,K-NearestNeighbors,0:00:00.208914,0.3842746400885936,0.44765647006661796,0.7357024591117378,0.3842746400885936,"[[ 85  50]
 [506 262]]","{'0.0': {'precision': 0.14382402707275804, 'recall': 0.6296296296296297, 'f1-score': 0.23415977961432505, 'support': 135}, '1.0': {'precision': 0.8397435897435898, 'recall': 0.3411458333333333, 'f1-score': 0.48518518518518516, 'support': 768}, 'accuracy': 0.3842746400885936, 'macro avg': {'precision': 0.49178380840817393, 'recall': 0.4853877314814815, 'f1-score': 0.35967248239975513, 'support': 903}, 'weighted avg': {'precision': 0.7357024591117378, 'recall': 0.3842746400885936, 'f1-score': 0.447656470066618, 'support': 903}}",
2775,P551,"(18747, 85)","(903, 85)","{0.0: 13760, 1.0: 4987}","{1.0: 768, 0.0: 135}",feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:37.253519,0.3953488372093023,0.4571018682314363,0.7527245217712523,0.3953488372093023,"[[ 91  44]
 [502 266]]","{'0.0': {'precision': 0.15345699831365936, 'recall': 0.674074074074074, 'f1-score': 0.25, 'support': 135}, '1.0': {'precision': 0.8580645161290322, 'recall': 0.3463541666666667, 'f1-score': 0.4935064935064935, 'support': 768}, 'accuracy': 0.3953488372093023, 'macro avg': {'precision': 0.5057607572213458, 'recall': 0.5102141203703704, 'f1-score': 0.3717532467532467, 'support': 903}, 'weighted avg': {'precision': 0.7527245217712523, 'recall': 0.3953488372093023, 'f1-score': 0.45710186823143634, 'support': 903}}",
2776,P623,"(19145, 85)","(505, 85)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,both,stat,LSTM,0:05:50.743370,1.0,1.0,1.0,1.0,"[[502   0]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 502}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 502}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 502}}",0.0474868081510067
2778,P623,"(19145, 85)","(505, 85)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,both,stat,SupportVectorsMachine,0:01:36.611581,0.8990099009900991,0.9468196037539104,1.0,0.8990099009900991,"[[454  51]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.899009900990099, 'f1-score': 0.9468196037539104, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.899009900990099, 'macro avg': {'precision': 0.5, 'recall': 0.4495049504950495, 'f1-score': 0.4734098018769552, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.899009900990099, 'f1-score': 0.9468196037539104, 'support': 505}}",
2779,P623,"(19145, 85)","(505, 85)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,both,stat,RandomForest,0:00:42.985663,0.998019801980198,0.9990089197224976,1.0,0.998019801980198,"[[504   1]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.998019801980198, 'f1-score': 0.9990089197224975, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.998019801980198, 'macro avg': {'precision': 0.5, 'recall': 0.499009900990099, 'f1-score': 0.49950445986124875, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.998019801980198, 'f1-score': 0.9990089197224975, 'support': 505}}",
2780,P623,"(19145, 85)","(505, 85)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,both,stat,DecisionTree,0:00:00.996043,0.9089108910891088,0.9522821576763486,1.0,0.9089108910891088,"[[459  46]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9089108910891089, 'f1-score': 0.9522821576763486, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9089108910891089, 'macro avg': {'precision': 0.5, 'recall': 0.45445544554455447, 'f1-score': 0.4761410788381743, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.9089108910891089, 'f1-score': 0.9522821576763486, 'support': 505}}",
2781,P623,"(19145, 85)","(505, 85)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,both,stat,GaussianNaiveBayes,0:00:00.036406,0.7742574257425743,0.8727678571428572,1.0,0.7742574257425743,"[[391 114]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7742574257425743, 'f1-score': 0.8727678571428572, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7742574257425743, 'macro avg': {'precision': 0.5, 'recall': 0.38712871287128714, 'f1-score': 0.4363839285714286, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.7742574257425743, 'f1-score': 0.8727678571428572, 'support': 505}}",
2782,P623,"(19145, 85)","(505, 85)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,both,stat,K-NearestNeighbors,0:00:00.192338,0.8792079207920792,0.9357218124341412,1.0,0.8792079207920792,"[[444  61]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8792079207920792, 'f1-score': 0.9357218124341412, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8792079207920792, 'macro avg': {'precision': 0.5, 'recall': 0.4396039603960396, 'f1-score': 0.4678609062170706, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.8792079207920792, 'f1-score': 0.9357218124341412, 'support': 505}}",
2783,P623,"(19145, 85)","(505, 85)","{0.0: 13390, 1.0: 5755}",{0.0: 505},feet,both,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:00.273618,0.8752475247524752,0.9334741288278776,1.0,0.8752475247524752,"[[442  63]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.8752475247524752, 'f1-score': 0.9334741288278776, 'support': 505}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.8752475247524752, 'macro avg': {'precision': 0.5, 'recall': 0.4376237623762376, 'f1-score': 0.4667370644139388, 'support': 505}, 'weighted avg': {'precision': 1.0, 'recall': 0.8752475247524752, 'f1-score': 0.9334741288278776, 'support': 505}}",
2784,P645,"(18855, 85)","(795, 85)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,both,stat,LSTM,0:05:49.901592,1.0,1.0,1.0,1.0,"[[792   0]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 792}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 792}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 792}}",0.17445512115955353
2786,P645,"(18855, 85)","(795, 85)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,both,stat,SupportVectorsMachine,0:01:34.878629,0.7786163522012579,0.8755304101838756,1.0,0.7786163522012579,"[[619 176]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.7786163522012579, 'f1-score': 0.8755304101838756, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.7786163522012579, 'macro avg': {'precision': 0.5, 'recall': 0.38930817610062896, 'f1-score': 0.4377652050919378, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.7786163522012579, 'f1-score': 0.8755304101838756, 'support': 795}}",
2787,P645,"(18855, 85)","(795, 85)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,both,stat,RandomForest,0:00:42.599727,1.0,1.0,1.0,1.0,"[[795   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}}",
2788,P645,"(18855, 85)","(795, 85)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,both,stat,DecisionTree,0:00:00.987338,1.0,1.0,1.0,1.0,"[[795   0]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 795}}",
2789,P645,"(18855, 85)","(795, 85)","{0.0: 13100, 1.0: 5755}",{0.0: 795},feet,both,stat,GaussianNaiveBayes,0:00:00.036361,0.6327044025157232,0.7750385208012326,1.0,0.6327044025157232,"[[503 292]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.6327044025157232, 'f1-score': 0.7750385208012326, 'support': 795}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6327044025157232, 'macro avg': {'precision': 0.5, 'recall': 0.3163522012578616, 'f1-score': 0.3875192604006163, 'support': 795}, 'weighted avg': {'precision': 1.0, 'recall': 0.6327044025157232, 'f1-score': 0.7750385208012326, 'support': 795}}",
