Gyro_1_left_fi,Gyro_1_left_pi,Gyro_1_left_fp,Gyro_1_left_lp,Gyro_2_left_fi,Gyro_2_left_pi,Gyro_2_left_fp,Gyro_2_left_lp,Gyro_3_left_fi,Gyro_3_left_pi,Gyro_3_left_fp,Gyro_3_left_lp,Gyro_1_right_fi,Gyro_1_right_pi,Gyro_1_right_fp,Gyro_1_right_lp,Gyro_2_right_fi,Gyro_2_right_pi,Gyro_2_right_fp,Gyro_2_right_lp,Gyro_3_right_fi,Gyro_3_right_pi,Gyro_3_right_fp,Gyro_3_right_lp
0.11154419162135695,0.004255382222931192,0.0008872335696097019,0.1262451751621479,0.01918743489962622,0.0011919194035074463,0.005865786235418858,0.26198477699860234,0.03220119140180454,0.008662496708434747,0.001135825409355906,0.0012230583793095028,0.0490847478501474,0.012109055475085524,0.005840910102357454,0.03557611849719187,0.0,0.13600462399079977,0.04083875235691684,0.01370625408286755,0.057847038782725145,0.0,0.004204485320331986,0.0704035415294712
0.14508816155335288,0.0016639607761496466,0.0019400781361111352,0.18425972762879456,0.01871151623470176,0.0,0.007065558323755561,0.17510094638862825,0.036033148468347244,0.011372986189810969,0.0,0.003616361876132194,0.030242060187552582,0.01651116632906043,0.006526108571852823,0.04526148856452676,0.0,0.1357210471429237,0.04119758405601766,0.008762888566194272,0.06584392307095004,0.0,0.004097428989590482,0.06098385894554703
0.11844035226661301,0.0007409127272380983,0.0,0.18686183598966516,0.02460068567636244,0.0,0.009959250911096682,0.17794881214741043,0.022252642472195806,0.011132456396043969,0.0,0.0035780485092772388,0.046044250927142275,0.014739499390559607,0.006663344774792014,0.06087968406579954,0.0,0.13937991214195095,0.030721043679207805,0.012678227447772644,0.08807030536751266,0.0,0.0,0.045308735109359684
0.12157924211603273,0.04580232588955478,0.0025087214704355635,0.16953562048194556,0.019310021594665605,0.012326780237581146,0.0,0.16302685197116842,0.04977400220827776,0.018437830462654507,0.0,0.0073310301837930985,0.03468732718969193,0.0017141014126939545,0.006483567354470943,0.042663424367126626,0.021199121376031402,0.08189855913723183,0.03222999302088656,0.0150996707032021,0.08338249048313191,0.0,0.011528558199627014,0.05948076013979655
0.17165693453559464,0.052000558485920126,0.0028398078040181105,0.15647423159670662,0.027940927845259395,0.004239984730466698,0.0,0.08434834677868201,0.060733245304809,0.006770929726357594,0.0028897220653027033,0.0167261872816069,0.06347928880198869,0.0007248317525523784,0.006590278388617018,0.06155141528202912,0.047421838553097145,0.01733261993167472,0.0072255167654438415,0.0,0.2029154493735149,0.0,0.0055565063512379425,0.000581378645120606
0.12927141053611688,0.05775621371918591,0.002832434044543434,0.18539669185618457,0.032227151570138154,0.006187233992560902,0.004721960131240481,0.15482115792404,0.04362728407131761,0.011622308998988199,0.0,0.0017897933463536045,0.03040120832558423,0.0012760810265631758,0.003624558432658611,0.040695231964144624,0.02677866638334255,0.07479565830110835,0.0375199765108713,0.008813438958156825,0.0765546437675851,0.0,0.010178121323791464,0.05910877481552411
0.11746648057008295,0.0,0.0,0.18623008317378437,0.025445406383864243,0.0,0.0036284673087962705,0.17589127768608526,0.027227485097599712,0.014250258241900798,0.0,0.00356399715999641,0.019394709741332564,0.015001819685131418,0.004997552013103394,0.06869482690679136,0.0,0.1507186545008428,0.040092311069638134,0.019632090395444654,0.0662772283677392,0.0,0.0,0.061487351697866566
0.08139898827879481,0.04959851122103802,0.0,0.1834623439978022,0.027306295438079588,0.010513387353828067,0.0,0.1699853579182212,0.022137664390510257,0.010466325682841171,0.0,0.0036229412195697163,0.03032111242633076,0.0015221224754618024,0.005257789448184015,0.0763840791795442,0.02817774302190157,0.08865061705148188,0.03935678581025358,0.020118245424078137,0.08572023045188534,0.0,0.005323409870331461,0.060676049339862204
0.12150226569070063,0.055264827365021627,0.0,0.18644430418927804,0.022799716643101042,0.006033441321065545,0.006378175744556297,0.1619430522393782,0.023423852952784104,0.00082235131201921,0.0,0.010114724952102718,0.028699074785684807,0.001792417709138751,0.009629422299468702,0.07376209261119404,0.0266740622320887,0.07757931829662754,0.026240201985305783,0.014108563094006982,0.0968712656616613,0.0,0.0032641657454768893,0.04665270316933913
0.13153352408719457,0.0,0.0028895010345063926,0.18951855059235526,0.019340990183915736,0.0063043606419099524,0.0057505745441086,0.18171452663869997,0.03468560652623921,0.017477213098801143,0.0,0.004544833515882478,0.018763462423374268,0.014122118562324319,0.004649595264181459,0.03775577909465847,0.0,0.1435917216534969,0.04140788963927029,0.013494335426212017,0.0644801322743745,0.0,0.003988870659906071,0.06398641413858844
0.11865610437376753,0.00741353558027279,0.0014385548937358912,0.18372717395751118,0.018261491284866867,0.0,0.003759510876178873,0.1702496240274492,0.024669774343627545,0.003051148120588333,0.013266153875512266,0.015166851172773027,0.03019526883984581,0.013102702342363964,0.0043710563474840935,0.04226513936054751,0.00703770367799818,0.15526073221718759,0.04771302337872436,0.013421860638860856,0.05931675499241991,0.0,0.004947115316289792,0.06270872038199447
0.11569391152458744,0.047306479932704995,0.0,0.18558524727620818,0.025967297109787797,0.005981276658821696,0.004313959350270917,0.18251402854725704,0.027675637237269762,0.012207051129646276,0.0,0.0034801052034417698,0.01122937996125428,0.0019602702335787736,0.007532670199794836,0.06634678997405968,0.027594715378044962,0.08805124556783558,0.03877378883498398,0.019315043298675127,0.060691846540127284,0.0,0.0055816530575552295,0.062197602984094505
0.11653694178510096,0.005595813426582387,0.0,0.18479967894277438,0.026501647160045237,0.0011636546033823888,0.0033595958694536848,0.11864909280967897,0.028105747442399825,0.007259233653231907,0.00028213901493253995,0.06739418276492966,0.042010590971043565,0.015109146646573268,0.009568881248876258,0.06165654782321543,0.0,0.12540438169514173,0.031630308372862924,0.004288805921605668,0.09967319733571166,0.0,0.0,0.05101041251245756
0.10949257449295331,0.0502180673857522,0.0029208233233794993,0.19155610502705084,0.01929225700468196,0.002348821657125059,0.00850643453210455,0.17918666031547073,0.03299687401079939,0.008369387258433812,0.007302960149870294,0.0024873755771319837,0.02980706072396917,0.009994915959889442,0.00622014366022937,0.034032534724579434,0.02028326606970636,0.09099226061089374,0.03537136002030624,0.00929711866990646,0.07569901323155212,0.0,0.012609786214339705,0.06101419937987438
0.12211843833924116,0.05195349216468792,0.005272085039839976,0.19929615055219874,0.015635239033209913,0.006093690105679097,0.007225818263890196,0.17798618866698157,0.03244242977463966,0.017446163240414165,0.0,0.0034046948545749496,0.007283168825445002,0.0019222030000651841,0.006159309044493437,0.05153664756591886,0.025033533505320033,0.09026023756202721,0.03535230294992958,0.016374537631763948,0.062471635992954556,0.0,0.005712707427497881,0.05901932645922699
0.15700487414701758,0.05011408688293282,0.0038859867747528,0.18185065974030024,0.014796149576816908,0.006741011040126327,0.004242129620506549,0.16511008376725678,0.04389799314746144,0.012854123743447165,0.0,0.0039586398251544525,0.012749266420072982,0.0014240175374244709,0.0035898167898363925,0.04844837886257733,0.02489022404659531,0.08100582244777263,0.03756418408689475,0.014172244166998898,0.06245877771746663,0.0,0.010941257306221952,0.05830027235236558
